"Datum,""Ticket Nummer"",""Knop Keuze"",""Balie"",""Tijd Start"",""Tijd Aangenomen"",""Wachttijd in sec"""
"2023-08-31,""128"",""1"",""4"",""10:38:56"",""10:39:11"",""15"""
"2023-08-31,""129"",""1"",""4"",""10:40:08"",""10:43:31"",""203"""
"2023-08-31,""130"",""1"",""5"",""10:41:07"",""10:46:26"",""319"""
"2023-08-31,""131"",""1"",""4"",""10:45:52"",""10:47:08"",""76"""
"2023-08-31,""132"",""1"",""5"",""10:46:48"",""10:47:23"",""35"""
"2023-08-31,""133"",""1"",""5"",""10:47:06"",""10:48:21"",""75"""
"2023-08-31,""134"",""1"",""5"",""10:48:34"",""10:52:28"",""234"""
"2023-08-31,""135"",""1"",""4"",""10:53:37"",""10:53:46"",""9"""
"2023-08-31,""136"",""1"",""5"",""11:00:44"",""11:01:03"",""19"""
"2023-08-31,""137"",""1"",""4"",""11:00:55"",""11:01:15"",""20"""
"2023-08-31,""138"",""1"",""5"",""11:02:02"",""11:03:44"",""102"""
"2023-08-31,""139"",""1"",""5"",""11:04:07"",""11:04:25"",""18"""
"2023-08-31,""140"",""1"",""4"",""11:07:17"",""11:07:25"",""8"""
"2023-08-31,""141"",""1"",""5"",""11:10:23"",""11:10:29"",""6"""
"2023-08-31,""142"",""1"",""5"",""11:18:44"",""11:18:52"",""8"""
"2023-08-31,""143"",""1"",""5"",""11:23:09"",""11:23:37"",""28"""
"2023-08-31,""144"",""1"",""5"",""11:25:45"",""11:25:54"",""9"""
"2023-08-31,""145"",""1"",""5"",""11:34:53"",""11:39:26"",""273"""
"2023-08-31,""146"",""1"",""5"",""11:38:19"",""11:39:40"",""81"""
"2023-08-31,""147"",""1"",""5"",""11:39:08"",""11:42:08"",""180"""
"2023-08-31,""148"",""1"",""4"",""11:41:31"",""11:43:03"",""92"""
"2023-08-31,""149"",""1"",""4"",""11:43:43"",""11:44:01"",""18"""
"2023-08-31,""150"",""1"",""4"",""11:45:55"",""11:47:53"",""118"""
"2023-08-31,""151"",""1"",""5"",""11:47:20"",""11:50:18"",""178"""
"2023-08-31,""152"",""1"",""5"",""11:49:42"",""11:52:58"",""196"""
"2023-08-31,""153"",""1"",""3"",""11:51:12"",""11:54:33"",""201"""
"2023-08-31,""154"",""1"",""5"",""11:54:17"",""11:55:18"",""61"""
"2023-08-31,""155"",""1"",""5"",""12:08:32"",""12:08:48"",""16"""
"2023-08-31,""156"",""1"",""5"",""12:08:45"",""12:09:31"",""46"""
"2023-08-31,""157"",""1"",""4"",""12:15:02"",""12:15:08"",""6"""
"2023-08-31,""158"",""1"",""4"",""12:17:58"",""12:24:24"",""386"""
"2023-08-31,""159"",""1"",""4"",""12:24:57"",""12:27:26"",""149"""
"2023-08-31,""160"",""1"",""4"",""12:27:53"",""12:29:49"",""116"""
"2023-08-31,""161"",""1"",""5"",""12:39:51"",""12:42:07"",""136"""
"2023-08-31,""162"",""1"",""4"",""12:41:09"",""12:46:35"",""326"""
"2023-08-31,""163"",""1"",""4"",""12:43:16"",""12:48:52"",""336"""
"2023-08-31,""164"",""1"",""4"",""12:45:12"",""12:49:32"",""260"""
"2023-08-31,""165"",""1"",""5"",""12:45:35"",""12:51:05"",""330"""
"2023-08-31,""166"",""1"",""5"",""12:46:06"",""12:51:09"",""303"""
"2023-08-31,""167"",""1"",""4"",""12:50:28"",""12:53:19"",""171"""
"2023-08-31,""168"",""1"",""4"",""12:53:22"",""12:54:31"",""69"""
"2023-08-31,""169"",""1"",""5"",""12:53:30"",""12:55:59"",""149"""
"2023-08-31,""170"",""1"",""4"",""12:53:38"",""12:56:07"",""149"""
"2023-08-31,""171"",""1"",""5"",""12:54:33"",""12:57:48"",""195"""
"2023-08-31,""172"",""1"",""5"",""13:00:30"",""13:01:12"",""42"""
"2023-08-31,""173"",""1"",""4"",""13:08:02"",""13:10:40"",""158"""
"2023-08-31,""174"",""1"",""5"",""13:13:04"",""13:14:55"",""111"""
"2023-08-31,""175"",""1"",""5"",""13:21:11"",""13:23:10"",""119"""
"2023-08-31,""176"",""1"",""3"",""13:22:21"",""13:24:48"",""147"""
"2023-08-31,""177"",""1"",""5"",""13:24:22"",""13:25:02"",""40"""
"2023-08-31,""178"",""1"",""3"",""13:28:07"",""13:28:39"",""32"""
"2023-08-31,""179"",""1"",""5"",""13:30:33"",""13:31:47"",""74"""
"2023-08-31,""180"",""1"",""5"",""13:36:04"",""13:37:14"",""70"""
"2023-08-31,""181"",""1"",""5"",""13:39:04"",""13:39:20"",""16"""
"2023-08-31,""182"",""1"",""5"",""13:40:03"",""13:41:49"",""106"""
"2023-08-31,""183"",""1"",""4"",""13:40:57"",""13:43:59"",""182"""
"2023-08-31,""184"",""1"",""5"",""13:41:21"",""13:44:02"",""161"""
"2023-08-31,""185"",""1"",""4"",""13:42:44"",""13:45:25"",""161"""
"2023-08-31,""186"",""1"",""4"",""13:48:36"",""13:49:00"",""24"""
"2023-08-31,""187"",""1"",""5"",""13:51:19"",""13:52:27"",""68"""
"2023-08-31,""188"",""1"",""4"",""13:55:07"",""13:55:29"",""22"""
"2023-08-31,""189"",""1"",""5"",""13:56:39"",""13:58:17"",""98"""
"2023-08-31,""190"",""1"",""5"",""13:56:51"",""13:59:01"",""130"""
"2023-08-31,""191"",""1"",""5"",""13:57:20"",""13:59:16"",""116"""
"2023-08-31,""192"",""1"",""5"",""13:57:49"",""14:01:06"",""197"""
"2023-08-31,""193"",""1"",""5"",""13:58:30"",""14:04:41"",""371"""
"2023-08-31,""194"",""1"",""5"",""14:02:36"",""14:05:23"",""167"""
"2023-08-31,""195"",""1"",""5"",""14:03:54"",""14:05:35"",""101"""
"2023-08-31,""196"",""1"",""3"",""14:04:37"",""14:06:45"",""128"""
"2023-08-31,""197"",""1"",""3"",""14:05:56"",""14:09:15"",""199"""
"2023-08-31,""198"",""1"",""4"",""14:09:57"",""14:10:59"",""62"""
"2023-08-31,""199"",""1"",""3"",""14:11:00"",""14:12:41"",""101"""
"2023-08-31,""200"",""1"",""3"",""14:16:42"",""14:16:57"",""15"""
"2023-08-31,""201"",""1"",""3"",""14:17:27"",""14:18:54"",""87"""
"2023-08-31,""202"",""1"",""5"",""14:25:23"",""14:27:54"",""151"""
"2023-08-31,""203"",""1"",""3"",""14:27:33"",""14:28:09"",""36"""
"2023-08-31,""204"",""1"",""5"",""14:28:50"",""14:29:45"",""55"""
"2023-08-31,""205"",""1"",""3"",""14:29:00"",""14:33:34"",""274"""
"2023-08-31,""206"",""1"",""2"",""14:29:09"",""14:33:43"",""274"""
"2023-08-31,""207"",""1"",""5"",""14:29:33"",""14:33:49"",""256"""
"2023-08-31,""208"",""1"",""5"",""14:30:06"",""14:35:03"",""297"""
"2023-08-31,""209"",""1"",""2"",""14:33:41"",""14:36:06"",""145"""
"2023-08-31,""210"",""1"",""3"",""14:36:42"",""14:37:04"",""22"""
"2023-08-31,""211"",""1"",""5"",""14:38:28"",""14:39:41"",""73"""
"2023-08-31,""212"",""1"",""3"",""14:39:09"",""14:40:43"",""94"""
"2023-08-31,""213"",""1"",""5"",""14:39:31"",""14:40:56"",""85"""
"2023-08-31,""214"",""1"",""3"",""14:39:50"",""14:41:22"",""92"""
"2023-08-31,""215"",""1"",""3"",""14:40:52"",""14:41:34"",""42"""
"2023-08-31,""216"",""1"",""5"",""14:41:34"",""14:42:10"",""36"""
"2023-08-31,""217"",""1"",""2"",""14:43:25"",""14:44:20"",""55"""
"2023-08-31,""218"",""1"",""3"",""14:43:55"",""14:45:04"",""69"""
"2023-08-31,""219"",""1"",""5"",""14:45:49"",""14:48:47"",""178"""
"2023-08-31,""220"",""1"",""4"",""14:50:42"",""14:51:59"",""77"""
"2023-08-31,""221"",""1"",""5"",""14:53:16"",""14:53:31"",""15"""
"2023-08-31,""222"",""1"",""3"",""14:54:52"",""14:55:05"",""13"""
"2023-08-31,""223"",""1"",""3"",""14:55:50"",""14:59:30"",""220"""
"2023-08-31,""224"",""1"",""5"",""14:57:52"",""15:00:13"",""141"""
"2023-08-31,""225"",""1"",""3"",""15:01:47"",""15:01:53"",""6"""
"2023-08-31,""226"",""1"",""5"",""15:02:07"",""15:04:46"",""159"""
"2023-08-31,""227"",""1"",""5"",""15:03:33"",""15:05:33"",""120"""
"2023-08-31,""228"",""1"",""3"",""15:04:25"",""15:05:56"",""91"""
"2023-08-31,""229"",""1"",""3"",""15:05:45"",""15:06:41"",""56"""
"2023-08-31,""230"",""1"",""5"",""15:05:55"",""15:07:44"",""109"""
"2023-08-31,""231"",""1"",""5"",""15:09:22"",""15:09:33"",""11"""
"2023-08-31,""232"",""1"",""5"",""15:13:30"",""15:13:46"",""16"""
"2023-08-31,""233"",""1"",""3"",""15:13:39"",""15:15:39"",""120"""
"2023-08-31,""234"",""1"",""5"",""15:16:38"",""15:16:49"",""11"""
"2023-08-31,""235"",""1"",""5"",""15:18:11"",""15:18:14"",""3"""
"2023-08-31,""236"",""1"",""4"",""15:22:13"",""15:22:42"",""29"""
"2023-08-31,""237"",""1"",""4"",""15:22:21"",""15:25:17"",""176"""
"2023-08-31,""238"",""1"",""5"",""15:24:43"",""15:29:04"",""261"""
"2023-08-31,""239"",""1"",""3"",""15:25:41"",""15:31:24"",""343"""
"2023-08-31,""240"",""1"",""3"",""15:25:51"",""15:37:30"",""699"""
"2023-08-31,""241"",""1"",""5"",""15:27:45"",""15:38:09"",""624"""
"2023-08-31,""242"",""1"",""3"",""15:28:18"",""15:40:52"",""754"""
"2023-08-31,""243"",""1"",""5"",""15:31:32"",""15:41:18"",""586"""
"2023-08-31,""244"",""1"",""5"",""15:34:33"",""15:41:56"",""443"""
"2023-08-31,""245"",""1"",""3"",""15:37:59"",""15:42:25"",""266"""
"2023-08-31,""246"",""1"",""5"",""15:39:09"",""15:42:35"",""206"""
"2023-08-31,""247"",""1"",""3"",""15:40:43"",""15:43:09"",""146"""
"2023-08-31,""248"",""1"",""4"",""15:41:40"",""15:44:54"",""194"""
"2023-08-31,""249"",""1"",""3"",""15:42:38"",""15:44:56"",""138"""
"2023-08-31,""250"",""1"",""4"",""15:42:59"",""15:45:43"",""164"""
"2023-08-31,""251"",""1"",""3"",""15:43:07"",""15:46:33"",""206"""
"2023-08-31,""252"",""1"",""4"",""15:47:40"",""15:48:02"",""22"""
"2023-08-31,""253"",""1"",""4"",""15:47:57"",""15:48:44"",""47"""
"2023-08-31,""254"",""1"",""5"",""15:53:57"",""15:58:19"",""262"""
"2023-08-31,""255"",""1"",""5"",""15:57:07"",""16:01:04"",""237"""
"2023-08-31,""256"",""1"",""4"",""16:01:12"",""16:04:27"",""195"""
"2023-08-31,""257"",""1"",""5"",""16:02:54"",""16:05:19"",""145"""
"2023-08-31,""258"",""1"",""4"",""16:03:02"",""16:05:41"",""159"""
"2023-08-31,""259"",""1"",""5"",""16:03:28"",""16:08:05"",""277"""
"2023-08-31,""260"",""1"",""5"",""16:07:21"",""16:10:52"",""211"""
"2023-08-31,""261"",""1"",""5"",""16:07:41"",""16:11:42"",""241"""
"2023-08-31,""262"",""1"",""5"",""16:10:51"",""16:12:58"",""127"""
"2023-08-31,""263"",""1"",""5"",""16:11:11"",""16:13:23"",""132"""
"2023-08-31,""264"",""1"",""3"",""16:11:35"",""16:16:05"",""270"""
"2023-08-31,""265"",""1"",""5"",""16:12:22"",""16:17:21"",""299"""
"2023-08-31,""266"",""1"",""5"",""16:14:38"",""16:17:40"",""182"""
"2023-08-31,""267"",""1"",""5"",""16:15:43"",""16:21:31"",""348"""
"2023-08-31,""268"",""1"",""5"",""16:16:32"",""16:22:19"",""347"""
"2023-08-31,""269"",""1"",""3"",""16:16:58"",""16:23:53"",""415"""
"2023-08-31,""270"",""1"",""3"",""16:20:31"",""16:24:28"",""237"""
"2023-08-31,""271"",""1"",""5"",""16:22:43"",""16:25:33"",""170"""
"2023-08-31,""272"",""1"",""3"",""16:27:29"",""16:36:08"",""519"""
"2023-08-31,""273"",""1"",""3"",""16:33:17"",""16:36:56"",""219"""
"2023-08-31,""274"",""1"",""3"",""16:33:32"",""16:38:39"",""307"""
"2023-08-31,""275"",""1"",""5"",""16:35:12"",""16:38:48"",""216"""
"2023-08-31,""276"",""1"",""5"",""16:36:13"",""16:39:29"",""196"""
"2023-08-31,""277"",""1"",""5"",""16:36:46"",""16:40:36"",""230"""
"2023-08-31,""278"",""1"",""5"",""16:38:49"",""16:41:48"",""179"""
"2023-08-31,""279"",""1"",""5"",""16:43:34"",""16:44:53"",""79"""
"2023-08-31,""280"",""1"",""3"",""16:53:32"",""16:54:13"",""41"""
"2023-08-31,""281"",""1"",""5"",""16:53:55"",""16:54:25"",""30"""
"2023-08-31,""282"",""1"",""5"",""16:54:03"",""16:55:09"",""66"""
"2023-08-31,""283"",""1"",""5"",""16:55:26"",""16:56:01"",""35"""
"2023-08-31,""284"",""1"",""5"",""16:58:18"",""16:58:26"",""8"""
"2023-08-31,""285"",""1"",""3"",""17:00:17"",""17:00:38"",""21"""
"2023-08-31,""286"",""1"",""5"",""17:01:34"",""17:02:41"",""67"""
"2023-08-31,""287"",""1"",""3"",""17:08:59"",""17:09:17"",""18"""
"2023-08-31,""288"",""1"",""5"",""17:09:10"",""17:09:19"",""9"""
"2023-08-31,""289"",""1"",""5"",""17:11:58"",""17:12:25"",""27"""
"2023-08-31,""290"",""1"",""3"",""17:19:10"",""17:20:15"",""65"""
"2023-08-31,""291"",""1"",""5"",""17:19:40"",""17:21:03"",""83"""
"2023-08-31,""292"",""1"",""5"",""17:20:00"",""17:22:03"",""123"""
"2023-08-31,""293"",""1"",""5"",""17:21:13"",""17:22:57"",""104"""
"2023-08-31,""294"",""1"",""3"",""17:21:26"",""17:23:11"",""105"""
"2023-08-31,""295"",""1"",""3"",""17:25:17"",""17:28:13"",""176"""
"2023-08-31,""296"",""1"",""3"",""17:26:10"",""17:31:54"",""344"""
"2023-08-31,""297"",""1"",""4"",""17:30:19"",""17:34:45"",""266"""
"2023-08-31,""298"",""1"",""5"",""17:32:57"",""17:34:52"",""115"""
"2023-08-31,""299"",""1"",""3"",""17:33:29"",""17:34:55"",""86"""
"2023-08-31,""300"",""1"",""5"",""17:36:12"",""17:36:21"",""9"""
"2023-08-31,""301"",""1"",""3"",""17:48:01"",""17:48:21"",""20"""
"2023-08-31,""302"",""1"",""3"",""17:50:57"",""17:53:24"",""147"""
"2023-08-31,""303"",""1"",""5"",""17:52:37"",""17:54:44"",""127"""
"2023-08-31,""304"",""1"",""5"",""17:52:59"",""17:56:13"",""194"""
"2023-09-01,""101"",""1"",""2"",""08:37:30"",""08:37:50"",""20"""
"2023-09-01,""102"",""1"",""4"",""08:47:20"",""08:47:43"",""23"""
"2023-09-01,""103"",""1"",""4"",""08:48:26"",""08:49:35"",""69"""
"2023-09-01,""104"",""1"",""5"",""08:55:23"",""08:57:45"",""142"""
"2023-09-01,""105"",""1"",""5"",""08:56:33"",""08:59:46"",""193"""
"2023-09-01,""106"",""1"",""4"",""09:15:03"",""09:15:52"",""49"""
"2023-09-01,""107"",""1"",""4"",""09:16:01"",""09:16:29"",""28"""
"2023-09-01,""108"",""1"",""5"",""09:16:09"",""09:16:41"",""32"""
"2023-09-01,""109"",""1"",""4"",""09:16:24"",""09:17:29"",""65"""
"2023-09-01,""110"",""1"",""5"",""09:20:23"",""09:21:30"",""67"""
"2023-09-01,""111"",""1"",""5"",""09:21:16"",""09:22:36"",""80"""
"2023-09-01,""112"",""1"",""5"",""09:36:22"",""09:37:03"",""41"""
"2023-09-01,""113"",""1"",""5"",""09:39:41"",""09:39:50"",""9"""
"2023-09-01,""114"",""1"",""5"",""09:40:24"",""09:41:14"",""50"""
"2023-09-01,""115"",""1"",""5"",""09:40:56"",""09:41:51"",""55"""
"2023-09-01,""116"",""1"",""5"",""09:42:06"",""09:43:14"",""68"""
"2023-09-01,""117"",""1"",""5"",""09:43:03"",""09:43:44"",""41"""
"2023-09-01,""118"",""1"",""5"",""09:54:29"",""09:55:05"",""36"""
"2023-09-01,""119"",""1"",""5"",""09:56:56"",""09:57:37"",""41"""
"2023-09-01,""120"",""1"",""4"",""09:59:01"",""09:59:28"",""27"""
"2023-09-01,""121"",""1"",""4"",""10:02:36"",""10:03:08"",""32"""
"2023-09-01,""122"",""1"",""5"",""10:03:02"",""10:03:19"",""17"""
"2023-09-01,""123"",""1"",""4"",""10:05:42"",""10:06:00"",""18"""
"2023-09-01,""124"",""1"",""5"",""10:07:03"",""10:07:08"",""5"""
"2023-09-01,""125"",""1"",""5"",""10:14:38"",""10:15:23"",""45"""
"2023-09-01,""126"",""1"",""4"",""10:18:17"",""10:18:41"",""24"""
"2023-09-01,""127"",""1"",""5"",""10:19:08"",""10:21:00"",""112"""
"2023-09-01,""128"",""1"",""2"",""10:23:27"",""10:23:50"",""23"""
"2023-09-01,""129"",""1"",""5"",""10:29:30"",""10:33:35"",""245"""
"2023-09-01,""130"",""1"",""5"",""10:34:13"",""10:34:20"",""7"""
"2023-09-01,""131"",""1"",""5"",""10:34:49"",""10:35:22"",""33"""
"2023-09-01,""132"",""1"",""4"",""10:35:09"",""10:36:23"",""74"""
"2023-09-01,""133"",""1"",""5"",""10:49:36"",""10:50:15"",""39"""
"2023-09-01,""134"",""1"",""5"",""10:53:22"",""10:55:53"",""151"""
"2023-09-01,""135"",""1"",""5"",""10:55:31"",""10:55:54"",""23"""
"2023-09-01,""136"",""1"",""5"",""10:56:36"",""10:58:30"",""114"""
"2023-09-01,""137"",""1"",""5"",""11:02:21"",""11:03:35"",""74"""
"2023-09-01,""138"",""1"",""5"",""11:03:27"",""11:07:43"",""256"""
"2023-09-01,""139"",""1"",""5"",""11:08:46"",""11:11:39"",""173"""
"2023-09-01,""140"",""1"",""5"",""11:11:40"",""11:14:49"",""189"""
"2023-09-01,""141"",""1"",""4"",""11:19:02"",""11:20:17"",""75"""
"2023-09-01,""142"",""1"",""4"",""11:19:18"",""11:21:05"",""107"""
"2023-09-01,""143"",""1"",""4"",""11:19:26"",""11:24:57"",""331"""
"2023-09-01,""144"",""1"",""5"",""11:20:41"",""11:25:05"",""264"""
"2023-09-01,""145"",""1"",""3"",""11:21:25"",""11:25:23"",""238"""
"2023-09-01,""146"",""1"",""5"",""11:21:33"",""11:25:56"",""263"""
"2023-09-01,""147"",""1"",""5"",""11:21:41"",""11:26:53"",""312"""
"2023-09-01,""148"",""1"",""3"",""11:24:28"",""11:27:19"",""171"""
"2023-09-01,""149"",""1"",""5"",""11:27:12"",""11:28:09"",""57"""
"2023-09-01,""150"",""1"",""5"",""11:33:29"",""11:37:11"",""222"""
"2023-09-01,""151"",""1"",""5"",""11:43:02"",""11:43:38"",""36"""
"2023-09-01,""152"",""1"",""5"",""11:43:30"",""11:45:13"",""103"""
"2023-09-01,""153"",""1"",""3"",""11:44:29"",""11:48:44"",""255"""
"2023-09-01,""154"",""1"",""3"",""11:44:46"",""11:50:09"",""323"""
"2023-09-01,""155"",""1"",""4"",""11:45:47"",""11:50:09"",""262"""
"2023-09-01,""156"",""1"",""3"",""11:48:01"",""11:51:05"",""184"""
"2023-09-01,""157"",""1"",""3"",""11:48:34"",""11:51:50"",""196"""
"2023-09-01,""158"",""1"",""5"",""11:57:29"",""11:57:53"",""24"""
"2023-09-01,""159"",""1"",""5"",""12:00:21"",""12:00:58"",""37"""
"2023-09-01,""160"",""1"",""5"",""12:00:32"",""12:02:32"",""120"""
"2023-09-01,""161"",""1"",""4"",""12:02:22"",""12:03:52"",""90"""
"2023-09-01,""162"",""1"",""5"",""12:03:01"",""12:03:57"",""56"""
"2023-09-01,""163"",""1"",""5"",""12:03:15"",""12:04:24"",""69"""
"2023-09-01,""164"",""1"",""5"",""12:03:42"",""12:04:47"",""65"""
"2023-09-01,""165"",""1"",""5"",""12:09:36"",""12:10:14"",""38"""
"2023-09-01,""166"",""1"",""3"",""12:12:31"",""12:15:08"",""157"""
"2023-09-01,""167"",""1"",""5"",""12:15:44"",""12:16:17"",""33"""
"2023-09-01,""168"",""1"",""5"",""12:17:44"",""12:18:02"",""18"""
"2023-09-01,""169"",""1"",""3"",""12:23:01"",""12:24:02"",""61"""
"2023-09-01,""170"",""1"",""3"",""12:23:28"",""12:24:03"",""35"""
"2023-09-01,""171"",""1"",""5"",""12:26:26"",""12:28:05"",""99"""
"2023-09-01,""172"",""1"",""5"",""12:34:02"",""12:37:58"",""236"""
"2023-09-01,""173"",""1"",""5"",""12:39:01"",""12:39:04"",""3"""
"2023-09-01,""174"",""1"",""5"",""12:47:37"",""12:47:46"",""9"""
"2023-09-01,""175"",""1"",""4"",""12:48:55"",""12:50:37"",""102"""
"2023-09-01,""176"",""1"",""5"",""12:56:08"",""12:56:59"",""51"""
"2023-09-01,""177"",""1"",""5"",""12:59:08"",""12:59:33"",""25"""
"2023-09-01,""178"",""1"",""5"",""13:03:58"",""13:04:21"",""23"""
"2023-09-01,""179"",""1"",""3"",""13:06:14"",""13:11:51"",""337"""
"2023-09-01,""180"",""1"",""3"",""13:15:36"",""13:16:42"",""66"""
"2023-09-01,""181"",""1"",""3"",""13:16:17"",""13:17:22"",""65"""
"2023-09-01,""182"",""1"",""3"",""13:19:20"",""13:19:31"",""11"""
"2023-09-01,""183"",""1"",""3"",""13:20:22"",""13:22:25"",""123"""
"2023-09-01,""184"",""1"",""5"",""13:21:36"",""13:24:07"",""151"""
"2023-09-01,""185"",""1"",""5"",""13:27:36"",""13:28:51"",""75"""
"2023-09-01,""186"",""1"",""4"",""13:29:00"",""13:29:21"",""21"""
"2023-09-01,""187"",""1"",""4"",""13:29:10"",""13:30:02"",""52"""
"2023-09-01,""188"",""1"",""3"",""13:34:52"",""13:37:17"",""145"""
"2023-09-01,""189"",""1"",""3"",""13:36:03"",""13:37:18"",""75"""
"2023-09-01,""190"",""1"",""5"",""13:37:08"",""13:37:30"",""22"""
"2023-09-01,""191"",""1"",""4"",""13:39:34"",""13:40:32"",""58"""
"2023-09-01,""192"",""1"",""4"",""13:41:10"",""13:42:11"",""61"""
"2023-09-01,""193"",""1"",""3"",""13:42:38"",""13:45:10"",""152"""
"2023-09-01,""194"",""1"",""3"",""13:43:00"",""13:46:46"",""226"""
"2023-09-01,""195"",""1"",""3"",""13:43:58"",""13:47:34"",""216"""
"2023-09-01,""196"",""1"",""3"",""13:44:09"",""13:48:08"",""239"""
"2023-09-01,""197"",""1"",""3"",""13:48:03"",""13:49:39"",""96"""
"2023-09-01,""198"",""1"",""3"",""13:49:14"",""13:50:50"",""96"""
"2023-09-01,""199"",""1"",""3"",""13:53:48"",""13:54:35"",""47"""
"2023-09-01,""200"",""1"",""4"",""13:56:01"",""13:58:23"",""142"""
"2023-09-01,""201"",""1"",""4"",""13:56:20"",""13:59:41"",""201"""
"2023-09-01,""202"",""1"",""4"",""13:59:41"",""14:01:23"",""102"""
"2023-09-01,""203"",""1"",""3"",""14:06:56"",""14:10:49"",""233"""
"2023-09-01,""204"",""1"",""3"",""14:07:29"",""14:11:30"",""241"""
"2023-09-01,""205"",""1"",""3"",""14:09:46"",""14:12:30"",""164"""
"2023-09-01,""206"",""1"",""5"",""14:10:42"",""14:12:43"",""121"""
"2023-09-01,""207"",""1"",""3"",""14:15:03"",""14:15:58"",""55"""
"2023-09-01,""208"",""1"",""4"",""14:16:34"",""14:17:42"",""68"""
"2023-09-01,""209"",""1"",""5"",""14:17:12"",""14:23:05"",""353"""
"2023-09-01,""210"",""1"",""3"",""14:20:02"",""14:23:08"",""186"""
"2023-09-01,""211"",""1"",""4"",""14:20:10"",""14:23:30"",""200"""
"2023-09-01,""212"",""1"",""5"",""14:22:02"",""14:23:50"",""108"""
"2023-09-01,""213"",""1"",""3"",""14:24:36"",""14:24:44"",""8"""
"2023-09-01,""214"",""1"",""5"",""14:30:13"",""14:30:37"",""24"""
"2023-09-01,""215"",""1"",""3"",""14:31:33"",""14:31:43"",""10"""
"2023-09-01,""216"",""1"",""5"",""14:31:52"",""14:32:22"",""30"""
"2023-09-01,""217"",""1"",""3"",""14:34:15"",""14:34:30"",""15"""
"2023-09-01,""218"",""1"",""3"",""14:36:31"",""14:36:35"",""4"""
"2023-09-01,""219"",""1"",""4"",""14:39:18"",""14:40:59"",""101"""
"2023-09-01,""220"",""1"",""4"",""14:39:55"",""14:41:34"",""99"""
"2023-09-01,""221"",""1"",""5"",""14:41:00"",""14:44:20"",""200"""
"2023-09-01,""222"",""1"",""5"",""14:41:08"",""14:44:49"",""221"""
"2023-09-01,""223"",""1"",""5"",""14:48:18"",""14:49:23"",""65"""
"2023-09-01,""224"",""1"",""2"",""14:48:29"",""14:50:30"",""121"""
"2023-09-01,""225"",""1"",""3"",""14:49:26"",""14:51:06"",""100"""
"2023-09-01,""226"",""1"",""5"",""14:50:41"",""14:52:01"",""80"""
"2023-09-01,""227"",""1"",""5"",""14:53:01"",""14:54:42"",""101"""
"2023-09-01,""228"",""1"",""5"",""14:54:30"",""14:56:41"",""131"""
"2023-09-01,""229"",""1"",""3"",""14:55:36"",""14:56:57"",""81"""
"2023-09-01,""230"",""1"",""3"",""15:00:12"",""15:00:38"",""26"""
"2023-09-01,""231"",""1"",""3"",""15:01:41"",""15:02:22"",""41"""
"2023-09-01,""232"",""1"",""3"",""15:06:36"",""15:06:55"",""19"""
"2023-09-01,""233"",""1"",""3"",""15:08:06"",""15:11:25"",""199"""
"2023-09-01,""234"",""1"",""5"",""15:08:23"",""15:12:31"",""248"""
"2023-09-01,""235"",""1"",""4"",""15:11:51"",""15:13:42"",""111"""
"2023-09-01,""236"",""1"",""5"",""15:12:00"",""15:13:52"",""112"""
"2023-09-01,""237"",""1"",""2"",""15:12:37"",""15:15:05"",""148"""
"2023-09-01,""238"",""1"",""5"",""15:13:02"",""15:16:24"",""202"""
"2023-09-01,""239"",""1"",""3"",""15:17:01"",""15:17:18"",""17"""
"2023-09-01,""240"",""1"",""5"",""15:18:44"",""15:20:01"",""77"""
"2023-09-01,""241"",""1"",""5"",""15:18:59"",""15:21:11"",""132"""
"2023-09-01,""242"",""1"",""4"",""15:20:09"",""15:22:36"",""147"""
"2023-09-01,""243"",""1"",""4"",""15:26:25"",""15:28:03"",""98"""
"2023-09-01,""244"",""1"",""5"",""15:29:57"",""15:30:32"",""35"""
"2023-09-01,""245"",""1"",""5"",""15:34:54"",""15:35:19"",""25"""
"2023-09-01,""246"",""1"",""5"",""15:37:52"",""15:38:03"",""11"""
"2023-09-01,""247"",""1"",""5"",""15:38:19"",""15:39:37"",""78"""
"2023-09-01,""248"",""1"",""3"",""15:38:30"",""15:41:41"",""191"""
"2023-09-01,""249"",""1"",""3"",""15:39:36"",""15:42:40"",""184"""
"2023-09-01,""250"",""1"",""5"",""15:39:45"",""15:43:05"",""200"""
"2023-09-01,""251"",""1"",""3"",""15:40:34"",""15:44:21"",""227"""
"2023-09-01,""252"",""1"",""4"",""15:42:30"",""15:45:15"",""165"""
"2023-09-01,""253"",""1"",""4"",""15:44:05"",""15:48:19"",""254"""
"2023-09-01,""254"",""1"",""5"",""15:45:24"",""15:48:21"",""177"""
"2023-09-01,""255"",""1"",""3"",""15:45:33"",""15:50:30"",""297"""
"2023-09-01,""256"",""1"",""4"",""15:46:44"",""15:51:24"",""280"""
"2023-09-01,""257"",""1"",""3"",""15:48:13"",""15:54:07"",""354"""
"2023-09-01,""258"",""1"",""3"",""15:52:25"",""15:54:22"",""117"""
"2023-09-01,""259"",""1"",""4"",""15:52:34"",""15:56:01"",""207"""
"2023-09-01,""260"",""1"",""4"",""15:52:42"",""15:56:13"",""211"""
"2023-09-01,""261"",""1"",""3"",""15:54:11"",""15:56:22"",""131"""
"2023-09-01,""262"",""1"",""3"",""15:57:41"",""15:57:44"",""3"""
